"Section";"Article";"Contenu"
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 24.2";").
R.R.Q., 1981, c. S-"
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 2.1";", r. 6, a."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.3.1";"; D. 995-91, a. 12; D. 873-2003, a. 1."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.3.2";".  Lorsque la signalisation pour les usagers de la route doit être faite par un signaleur routier,
l’employeur doit s’assurer que ce signaleur:
1° connaît toutes les responsabilités inhérentes à son travail;
2° a suivi une formation relative à ses responsabilités reconnue par l’Association paritaire pour la santé et
la sécurité du travail du secteur de la construction;
3° porte un vêtement de sécurité à haute visibilité et est muni des autres accessoires conformes aux
normes établies par le ministre des Transports et consignées dans le Tome V du manuel intitulé «Signalisation
routière», en vertu du deuxième alinéa de l’article 289 du Code de la sécurité routière (chapitre C-"
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 24.2";").
R.R.Q., 1981, c. S-"
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 2.1";", r. 6, a."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.3.2";"; D. 995-91, a. 12; D. 1078-2015, a. 7."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.4";". —  Autres précautions
R.R.Q., 1981, c. S-"
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 2.1";", r. 6, ss."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.4";"; D. 995-91, a. 12."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.4.1";".  Vêtement de sécurité à haute visibilité:  Sous réserve du paragraphe 1 de l’article"
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 2.8.4";"et du
paragraphe 3 de l’article"
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.3.2";", le port d’un vêtement de sécurité à haute visibilité de couleur orange
fluorescent de classe 2 ou 3 et de niveau 2, conforme à la norme Vêtements de sécurité à haute visibilité CSA
Z96, est obligatoire pour tout travailleur qui exécute ses tâches sur ou à proximité d’une route où un véhicule
automoteur est susceptible de le heurter.
R.R.Q., 1981, c. S-"
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 2.1";", r. 6, a."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.4.1";"; D. 995-91, a. 12; D. 1078-2015, a. 8.SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 2.1";", r. 4 / 167 sur 222"
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.4.2";".  Éclairage électrique:  L’éclairage électrique utilisé dans l’aire de travail doit être disposé de façon
à ne pas aveugler les usagers de la route.
R.R.Q., 1981, c. S-"
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 2.1";", r. 6, a."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.4.2";"; D. 995-91, a. 12."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.4.3";".  Protection des puits d’accès:
1. Un garde-corps portatif, en acier ou en bois, doit être utilisé pour prévenir les chutes dans les puits
d’accès.
2. Lorsque ce garde-corps est en acier, il doit répondre aux conditions suivantes:
a) être construit de tubes métalliques d’un diamètre minimal de 22 mm disposés de manière à entourer
sur 3 côtés le puits d’accès, le quatrième étant fermé par 2 chaînes;
b) être de couleur voyante et muni d’une traverse intermédiaire et de fanions à bandes réfléchissantes;
c) être conforme à la figure 1 de l’annexe 5.
3. Lorsque ce garde-corps est en bois, il doit répondre aux conditions suivantes:
a) être construit en planche d’une largeur nominale minimale de 100 mm et doit entourer le puits sur 3
côtés, le quatrième étant fermé par 2 chaînes;
b) être muni de bandes noires verticales de 100 mm de largeur sur un fond de couleur orange;
c) être muni de fanions à bandes réfléchissantes;
d) être conforme à la figure 2 de l’annexe 5.
R.R.Q., 1981, c. S-"
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 2.1";", r. 6, a."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.4.3";"; D. 995-91, a. 12."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.4.4";".  (Remplacé).
R.R.Q., 1981, c. S-"
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 2.1";", r. 6, a."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.4.4";"; D. 995-91, a. 12."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.4.4.1";".  (Remplacé).
R.R.Q., 1981, c. S-"
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 2.1";", r. 6, a."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.4.4.1";"; D. 995-91, a. 12."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.4.5";".  (Remplacé).
R.R.Q., 1981, c. S-"
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 2.1";", r. 6, a."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.4.5";"; D. 995-91, a. 12."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.4.6";".  (Remplacé).
R.R.Q., 1981, c. S-"
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 2.1";", r. 6, a."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.4.6";"; D. 995-91, a. 12."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.5";". — 
(Remplacée)
R.R.Q., 1981, c. S-"
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 2.1";", r. 6. ss."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.5";"; D. 995-91, a. 12."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.5.1";".  (Remplacé).
R.R.Q., 1981, c. S-"
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 2.1";", r. 6, a."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.5.1";"; D. 995-91, a. 12.SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 2.1";", r. 4 / 168 sur 222"
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.5.2";".  (Remplacé).
R.R.Q., 1981, c. S-"
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 2.1";", r. 6, a."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.5.2";"; D. 995-91, a. 12."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.5.3";".  (Remplacé).
R.R.Q., 1981, c. S-"
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 2.1";", r. 6, a."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.5.3";"; D. 995-91, a. 12."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.5.4";".  (Remplacé).
R.R.Q., 1981, c. S-"
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 2.1";", r. 6, a."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.5.4";"; D. 995-91, a. 12."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.6";". — 
(Remplacée)
R.R.Q., 1981, c. S-"
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 2.1";", r. 6, ss."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.6";"; D. 995-91, a. 12."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.6.1";".  (Remplacé).
R.R.Q., 1981, c. S-"
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 2.1";", r. 6, a."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.6.1";"; D. 995-91, a. 12."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.6.1.1";".  (Remplacé).
R.R.Q., 1981, c. S-"
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 2.1";", r. 6, a."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.6.1.1";"; D. 995-91, a. 12."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.6.2";".  (Remplacé).
R.R.Q., 1981, c. S-"
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 2.1";", r. 6, a."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.6.2";"; D. 995-91, a. 12."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.6.3";".  (Remplacé).
R.R.Q., 1981, c. S-"
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 2.1";", r. 6, a."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.6.3";"; D. 995-91, a. 12."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.6.4";".  (Remplacé).
R.R.Q., 1981, c. S-"
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 2.1";", r. 6, a."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.6.4";"; D. 995-91, a. 12."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.6.5";".  (Remplacé).
R.R.Q., 1981, c. S-"
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 2.1";", r. 6, a."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.6.5";"; D. 995-91, a. 12."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.6.6";".  (Remplacé).
R.R.Q., 1981, c. S-"
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 2.1";", r. 6, a."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.6.6";"; D. 995-91, a. 12."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.7";". — 
(Remplacée)
R.R.Q., 1981, c. S-"
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 2.1";", r. 6, ss."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.7";"; D. 995-91, a. 12."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.7.1";".  (Remplacé).
R.R.Q., 1981, c. S-"
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 2.1";", r. 6, a."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.7.1";"; D. 995-91, a. 12."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.7.2";".  (Remplacé).
R.R.Q., 1981, c. S-"
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 2.1";", r. 6, a."
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 10.7.2";"; D. 995-91, a. 12.SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION X
TRA V AUX SUR LES CHEMINS OUVERTS À LA CIRCULATION";"Art. 2.1";", r. 4 / 169 sur 222"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 10.7.3";".  (Remplacé).
R.R.Q., 1981, c. S-"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 6, a."
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 10.7.3";"; D. 995-91, a. 12."
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 10.7.4";".  (Remplacé).
R.R.Q., 1981, c. S-"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 6, a."
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 10.7.4";"; D. 995-91, a. 12.
SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU
D. 513-2015, a. 5."
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 11.1";".  Sur un chantier où seront exécutés des travaux au-dessus ou à proximité de l’eau, le maître d’oeuvre
doit, avant le début des travaux:
1° préparer une description du plan d’eau ou du cours d’eau, indiquant notamment:
a) le type de plan d’eau ou de cours d’eau et ses caractéristiques pendant la période des travaux;
b) les moyens pour connaître la température de l’eau et les conditions climatiques;
2° préparer une description de ces travaux, indiquant notamment:
a) les lieux de travail;
b) la nature des travaux;
c) le nombre de travailleurs sur les lieux de travail;
d) les horaires de travail;
e) la date de début et de fin des travaux;
f) l’emplacement des aires de travail, de repas et de repos;
g) les plates-formes, barges et autres embarcations de travail, en précisant leurs dimensions, leur capacité
et leur usage respectif;
3° élaborer un plan de transport sur l’eau adapté aux conditions spécifiques des travaux et aux
caractéristiques du plan d’eau ou du cours d’eau, indiquant notamment:
a) le nom de chaque responsable des opérations de transport sur l’eau;
b) l’emplacement des aires d’embarquement et de débarquement;
c) les embarcations utilisées pour le transport de travailleurs, en précisant le nom de chaque conducteur,
les trajets et la direction des déplacements;
d) les règles de sécurité à suivre lors du transport sur l’eau;
4° élaborer un plan de sauvetage adapté aux conditions spécifiques des travaux et aux caractéristiques du
plan d’eau ou du cours d’eau, indiquant notamment:
a) le nom de chaque responsable des opérations de sauvetage;SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 4 / 170 sur 222"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 11.2";".  Le maître d’oeuvre ou la personne qu’il désigne pour préparer les descriptions et les plans prescrits
par l’article"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 11.1";"et chaque responsable des opérations de transport ou de sauvetage doivent détenir une
attestation de l’Association paritaire pour la santé et la sécurité du travail du secteur de la construction ou de
la Société de sauvetage délivrée à la suite d’une formation d’une durée minimale de 7 heures, portant
notamment sur les éléments suivants:
a) les dangers associés au travail au-dessus ou à proximité de l’eau et les mesures de prévention pour les
contrer;
b) les dangers associés à l’immersion dans l’eau froide et les mesures de prévention pour les contrer;
c) l’identification des différents équipements de sécurité requis pour travailler au-dessus ou à proximité
de l’eau et leur utilisation;
d) l’identification des différents équipements de sauvetage requis pour repêcher une personne et leur
utilisation;
e) les exigences de la législation fédérale et provinciale au regard du travail au-dessus ou à proximité de
l’eau et de l’utilisation d’une embarcation sur un plan d’eau ou un cours d’eau;
f) l’élaboration et l’application de plans de transport et de sauvetage.
D. 513-2015, a. 5."
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 11.3";".  Les équipements requis par un plan de sauvetage visé au paragraphe 4 du premier alinéa de l’article"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 11.1";", ainsi que leurs accessoires, le cas échéant, doivent être:
a) adaptés à l’utilisation prévue, aux conditions spécifiques des travaux et aux caractéristiques du plan
d’eau ou du cours d’eau;
b) vérifiés et maintenus en bon état;
c) présents et visibles sur les lieux durant les heures de travail;SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 4 / 171 sur 222"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 11.4";".  Lorsqu’un plan de sauvetage prévoit l’utilisation d’une embarcation, celle-ci doit, outre les exigences
prévues à l’article"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 11.3";"du code:
1° notamment être:
a) adaptée et équipée pour la recherche et le repêchage de personnes;
b) munie d’un système de propulsion adapté à l’embarcation;
c) munie des équipements de sauvetage suivants:
i. 2 sacs à corde contenant chacun une ligne d’attrape flottante d’une seule longueur, demeurant souple,
d’un diamètre minimal de 9,5 mm et d’au moins 15 m de longueur;
ii. une bouée de sauvetage de 762 mm de diamètre extérieur, approuvée par Transports Canada ou par un
organisme reconnu par Transports Canada, tel qu’en fait foi l’étiquette ou le tampon d’approbation qui y est
apposé;
iii. une gaffe de récupération;
2° être utilisée par une équipe d’au moins 2 intervenants en sauvetage formés pour l’approche et le
repêchage d’une personne dans les conditions et selon les caractéristiques relatives au plan d’eau ou au cours
d’eau où ils sont appelés à intervenir, et qui remplissent l’une ou l’autre des conditions suivantes:
a) détenir une carte de compétence de conducteur d’embarcation de plaisance délivrée par Transports
Canada et une attestation de la Société de sauvetage relative à la formation pour l’approche et le repêchage
d’une personne;
b) détenir un certificat de compétence délivré par Transports Canada, autre qu’une carte de compétence
de conducteur d’embarcation de plaisance, et une attestation d’une formation relative aux fonctions d’urgence
en mer (FUM) délivrée par Transports Canada.
D. 513-2015, a. 5."
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 11.5";".  Lors de travaux au-dessus ou à proximité de l’eau, des bouées de sauvetage ayant un diamètre
extérieur de 762 mm doivent être installées et réparties sur toute la longueur du site où des travaux sont
exécutés, à une distance linéaire maximale de 60 m entre les bouées. Ces bouées doivent être approuvées par
Transports Canada ou par un organisme reconnu par Transports Canada, tel qu’en fait foi l’étiquette ou le
tampon d’approbation apposé sur chacune d’elles.
D. 513-2015, a. 5."
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 11.6";".  Un système d’alarme sonore destiné à déclencher les opérations de sauvetage doit être présent sur les
lieux de travail.
D. 513-2015, a. 5.SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 4 / 172 sur 222"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 0.1";"(a."
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 3.5.6";")
INCLINAISON D’UNE ÉCHELLE NON FIXÉE DE FAÇON PERMANENTESANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 4 / 173 sur 222"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 4 / 174 sur 222"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 4 / 175 sur 222"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 0.2";"(a."
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 3.9.10";")
ANCRAGES D’UN ÉCHAFAUDAGE DE MOINS DE 18 M LORSQU’UNE TOILE OU UN FILET EST
UTILISÉ
D. 640-2019, Ann."
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 0.2";".SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 4 / 176 sur 222"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 4 / 177 sur 222"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 269.2";"-M87 et CSA Z797-09. La capacité minimale
de l’ancrage doit être de 5,4 kN avec  un f acteur de sécurité de 2. ». 
Région Surface
3 m x 6 m Surfa
ce
3 m x 9 m 
Gaspés
ie–Îles-de-la-Madeleine /
Côte-Nord / Nord-du-QuébecTu
be2s.o.
Bas-Saint-LaurentBroche #93Tube2
Chaudière-Appalaches / Estrie /
Laurentides / Laval / Mauricie /
Montérégie / Montréal / Outaouais /Capitale-Nationale / Saint-Jean-sur-Richelieu / Valleyfield / YamaskaB
roche #93Tube2
Abitibi-Témiscamingue / Lanaudière /Saguenay–Lac-Saint-Jean B
roche #93Tube2
NOTES : 
1° La toile ou le filet doivent pouvoir ré sister aux charges et  aux rafales de vent  
auxquelles ils sont soumis. 
2° Tube : tube métallique muni d’une co rnière soudée et tr ouée à l’une de ses 
extrémités. Le tube est relié à la façade à l’aide d’un ancrage m écanique à béton ou un 
équivalent, et à l’échafaudage par un raccord en métal. La capacité minimale de  
l’ancrage mécanique doit être de 9,0 kN  avec un facteur de sécurité de 2. 
3° Broche #9 : fil métallique de calibre #9 double bouclé  ayant un diamètre de 3,8 
mm, utilisé comme tirant, attach é à l’échafaudage à une extrémité ́ et à l’autre  
extrémité à un ancrage mécanique (tampon expansible, boulon à œil, etc.), 
conformément aux normes CSA S"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 269.2";"-M87 et CSA Z797-09. La capacité minimale  
de l’ancrage d oit être de 5,4 kN avec un facteur de sécurité de 2. 
SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 4 / 178 sur 222"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 6, Ann. 1; D. 425-2010, a. 5.SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 4 / 179 sur 222"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 6, Ann. 2.SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 4 / 180 sur 222"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";"(Abrogée).
R.R.Q., 1981, c. S-"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 6, Ann."
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";"; D. 57-2015, a. 59.SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 4 / 181 sur 222"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.2";"(a."
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 4.7.10";")
JOURNAL DE TIRSANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.1";", r. 4 / 182 sur 222"
"SECTION XI
TRA V AUX AU-DESSUS OU À PROXIMITÉ DE L’EAU";"Art. 2.2";"Journal de tir (art."
